CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CaseStatusID,IncidentFromDate,latitude,longitude,BriefFacts
108,100010001202600108,202600108,2026-07-14,47,15,2,2,2,1,2026-07-09 21:57:41,12.934394843886654,77.62096907616593,Atque veniam officia quia totam. Enim atque itaque numquam dicta a. Molestiae adipisci odio officiis debitis amet corrupti cumque.
109,100010001202600109,202600109,2026-05-21,1,14,1,1,3,1,2026-05-20 14:49:25,13.01920353432698,77.59248256212976,Similique corporis omnis nam perferendis non. Unde autem ex magni architecto. Nulla labore hic. Consequuntur ab dignissimos vel consequatur numquam atque.
110,100070001202400110,202400110,2024-03-15,48,72,3,1,5,2,2024-03-15 05:06:33,14.512040915736304,75.87667311923252,Inventore nam provident vitae nostrum natus. Veniam porro optio in. Unde eos reiciendis dolore ipsum omnis accusamus.
111,100010001202500111,202500111,2025-07-21,22,12,3,2,2,3,2025-07-16 03:33:51,12.93360349104437,77.61625501158612,"Praesentium quidem a sequi. Modi dolor iure eaque porro laboriosam.
Sequi debitis iure possimus est cum nobis fuga. Molestiae et ratione."
112,100010001202400112,202400112,2024-07-02,32,15,1,1,5,4,2024-06-28 01:28:25,12.951008747354159,77.61276781933668,"Veritatis error culpa quaerat cumque placeat. Ex possimus exercitationem nobis est earum maiores. Nam fugiat velit quis.
Maxime officiis ipsa voluptas."
113,100010001202400113,202400113,2024-06-25,45,14,1,1,5,4,2024-06-22 18:47:18,12.991365374038645,77.56233631382138,Quidem a aliquid fugit. In numquam officiis molestias aspernatur numquam doloribus. Dolores a eum illo.
114,100010001202500114,202500114,2025-08-08,11,14,3,2,5,3,2025-08-05 20:31:46,12.994947581012967,77.58383042353498,Nostrum ratione nobis quas sit tempora deserunt. Hic neque rerum aliquid est. Rem natus labore nobis facere. Aliquam tempore neque quisquam.
115,100040001202500115,202500115,2025-01-13,23,41,3,1,2,1,2025-01-10 07:57:01,12.899371932239236,74.8240190848916,Beatae nihil iure delectus sapiente repellendus. Eveniet sapiente dicta culpa esse magnam asperiores quis. Possimus explicabo similique molestias vero.
116,100050001202500116,202500116,2025-03-04,5,51,2,2,1,1,2025-03-02 07:32:20,15.859480287795677,74.53295592125174,"Nisi eligendi vitae aliquam. Nobis dignissimos nostrum suscipit modi veritatis reprehenderit. Laborum unde vitae unde expedita.
Sunt fugit sint iste molestiae perferendis. Dignissimos odit sint."
117,100080001202500117,202500117,2025-06-18,15,85,2,2,5,4,2025-06-16 09:00:38,15.176486515859924,76.87902349343295,"Magnam eum explicabo doloremque distinctio ex. Voluptate eos temporibus voluptates eligendi. Et ab dolores quia nostrum ea adipisci.
Eaque ipsum recusandae dicta. Unde esse dignissimos."
118,100070001202400118,202400118,2024-02-24,33,71,1,1,2,2,2024-02-24 11:32:45,14.418649411562587,75.89064820376268,Necessitatibus laboriosam praesentium repellat. Illo ducimus doloribus voluptate nesciunt vel est est. Harum delectus expedita nemo quas.
119,100010001202300119,202300119,2023-09-04,41,15,2,1,2,2,2023-09-03 22:36:15,12.978843305717813,77.56681855820344,"Dicta amet tempora quis nemo nihil in magni. Culpa aut doloribus architecto.
Perferendis velit voluptatum enim. Delectus sit quibusdam magni libero sit non et."
120,100010001202600120,202600120,2026-02-10,31,14,2,2,1,3,2026-02-08 09:19:46,12.940653603733955,77.56546030362136,"Dicta iste non architecto. Dolore beatae sunt commodi tempore eos aperiam.
Modi explicabo pariatur dolorem. Quisquam corrupti laboriosam quasi. Ullam nostrum eveniet incidunt at."
121,100080001202500121,202500121,2025-10-24,35,85,3,1,2,1,2025-10-21 08:53:09,15.16143723257513,76.90351851498095,"Repellendus harum repudiandae quae expedita modi. Velit libero ea placeat incidunt atque.
Est consectetur beatae corrupti repellat modi. Modi quia animi illo."
122,100050001202600122,202600122,2026-06-04,15,54,2,2,2,3,2026-06-02 12:21:03,15.801607355792248,74.53125582783663,At suscipit quae explicabo numquam voluptatum odio odio. Debitis placeat ex delectus soluta inventore. Rerum illum labore delectus.
123,100070001202300123,202300123,2023-10-30,46,72,2,2,2,2,2023-10-27 15:21:12,14.447308851702337,75.92622715443937,"Magnam quasi impedit laboriosam explicabo odit. Nihil esse libero dolorem quae.
Consequatur aliquid neque omnis laboriosam quam maxime. Modi unde eius. Consectetur molestiae accusamus."
124,100060001202400124,202400124,2024-03-17,25,63,3,1,3,3,2024-03-17 10:14:44,17.358824503246698,76.79235082270694,Consectetur minima officia quidem tenetur iure eos. Quia ut vero eaque amet accusantium assumenda qui. Vero non optio iure aliquam.
125,100020001202400125,202400125,2024-08-10,41,22,3,2,5,3,2024-08-10 02:45:58,12.27891911939115,76.64045577533753,Laborum hic dolorem alias. Rerum similique libero ipsam.
126,100060001202500126,202500126,2025-11-04,46,65,2,1,3,1,2025-10-31 08:03:00,17.360552766884947,76.7976024141702,"Molestiae quaerat nulla quia.
Nulla consequuntur voluptatem nemo possimus et. Adipisci commodi nemo natus delectus repudiandae repellat."
127,100020001202400127,202400127,2024-11-26,24,21,1,2,5,4,2024-11-21 11:42:47,12.3282912436728,76.642004782861,Nesciunt at nihil quod esse deserunt vel. Sapiente illum recusandae laudantium dicta blanditiis quas.
128,100010001202500128,202500128,2025-02-18,47,11,2,1,5,3,2025-02-14 16:46:29,13.00584951397175,77.56249428253327,Provident qui reprehenderit sit laboriosam. Eius pariatur aspernatur esse odit sed beatae. Numquam a libero nostrum aliquid. Alias provident nemo.
129,100050001202500129,202500129,2025-09-10,3,55,2,1,2,3,2025-09-07 18:42:37,15.866984668665975,74.46237042014403,Repellendus animi praesentium quaerat. Et expedita corporis provident officiis dolores praesentium. Fugiat veritatis magnam possimus nisi enim aperiam.
130,100010001202500130,202500130,2025-03-20,48,14,1,2,5,4,2025-03-20 15:13:22,12.95703651208207,77.54781370500419,Atque voluptate tempora. Adipisci recusandae architecto commodi magni ipsum pariatur. Repellat quaerat non earum ut voluptas molestiae sunt.
131,100010001202400131,202400131,2024-12-19,48,12,2,1,2,2,2024-12-17 17:45:37,12.9733109894179,77.63362925262382,Blanditiis doloremque esse odit. Libero explicabo impedit labore. Culpa aperiam sunt dicta dolore.
132,100060001202400132,202400132,2024-06-18,6,65,2,2,3,4,2024-06-18 18:35:49,17.36051525448919,76.8568461635751,Praesentium itaque velit vel. Officia maiores voluptatem dolore tempora exercitationem voluptatibus cupiditate.
133,100010001202600133,202600133,2026-02-19,30,11,3,2,5,1,2026-02-15 17:46:58,12.923613156858837,77.58678926449221,"Inventore ut in odit. Sint quod porro iusto odio.
Quisquam vero velit earum a nulla velit. Quae unde repellendus possimus iste."
134,100030001202400134,202400134,2024-12-21,15,35,1,1,2,3,2024-12-17 18:56:33,15.315276789704582,75.10297869924251,Ut minus cupiditate quisquam porro. Sequi at tenetur reiciendis a explicabo.
135,100010001202300135,202300135,2023-12-12,5,15,1,2,2,3,2023-12-12 12:02:13,12.969739302830217,77.64343671091974,"Sapiente sequi necessitatibus soluta sit odio sit. Maiores porro ipsa similique nulla.
Magni eligendi corrupti natus similique culpa sapiente. Culpa rem aut in asperiores sint dolore."
136,100010001202600136,202600136,2026-05-04,27,15,2,1,3,1,2026-04-30 12:51:20,12.990231426328563,77.55387814972937,"Perferendis repudiandae sint provident eaque illo totam odit. Perspiciatis sed voluptates officia molestias.
In at recusandae ipsam voluptas mollitia."
137,100050001202500137,202500137,2025-01-03,11,52,1,2,5,2,2025-01-03 23:04:49,15.865700052325243,74.53312640897201,Modi illum consequatur. Ad ea quas id.
138,100070001202400138,202400138,2024-02-17,18,74,2,1,5,3,2024-02-13 04:32:40,14.443050141690422,75.88503678858754,"Quis dolorum adipisci. Iure magnam cum exercitationem.
Quae vero iusto.
Pariatur laudantium autem aliquid distinctio tempore. Deleniti soluta commodi temporibus officia nesciunt praesentium."
139,100010001202400139,202400139,2024-01-07,18,13,1,1,3,1,2024-01-04 01:53:20,12.9710443483267,77.6145158067922,Vero reiciendis architecto maxime. Incidunt quibusdam repudiandae ex. Vitae eveniet distinctio quia possimus iure et quibusdam.
140,100010001202300140,202300140,2023-01-03,1,15,2,1,2,4,2023-01-03 06:49:17,12.957845639031401,77.6146718671968,Recusandae omnis rem ad. Nostrum autem dolore omnis voluptas adipisci illo quam.
141,100010001202300141,202300141,2023-12-27,9,15,1,1,1,4,2023-12-26 10:21:40,12.996159827404888,77.61869445705472,"Illum ipsa iusto non dignissimos quo.
Repellat error quae laborum debitis. Autem voluptas consectetur ut. Vero eaque corrupti omnis quo consequatur."
142,100050001202500142,202500142,2025-09-24,20,51,3,2,2,1,2025-09-21 12:28:41,15.844996939465409,74.54318360794942,"Facilis voluptatem est. Minima molestias quas accusamus.
Maxime minima consequuntur repellat mollitia tenetur. Quis consectetur nostrum ut sequi hic."
143,100050001202600143,202600143,2026-07-11,40,55,3,1,5,4,2026-07-08 03:07:21,15.893296452758918,74.5218583793693,"Vero veniam ipsum saepe. Error cupiditate minus mollitia fugit.
Quidem beatae quam. Fuga eos eos dolor dicta commodi."
144,100010001202600144,202600144,2026-04-01,35,11,3,2,3,2,2026-03-28 10:24:51,12.935747093689965,77.60062228380464,"In voluptatibus expedita praesentium debitis necessitatibus. Deserunt a vel molestiae veritatis rem labore amet.
Maxime iusto saepe facere. Voluptatibus rerum expedita doloremque eligendi distinctio."
145,100010001202300145,202300145,2023-07-13,15,14,3,2,1,3,2023-07-10 07:18:41,12.989593872695288,77.61900612549229,"Voluptas quisquam debitis aliquam. Quibusdam hic non debitis pariatur.
Eveniet libero tempora occaecati libero voluptatum debitis porro. Asperiores id voluptate maxime.
Molestiae rem suscipit ut."
146,100040001202300146,202300146,2023-04-18,37,42,3,1,2,3,2023-04-18 11:25:31,12.94435433029056,74.90069400599363,Eos perferendis accusamus unde tempora autem aperiam. Dolores quidem optio a quo facilis. Aliquam nostrum aspernatur quia dolor ipsum.
147,100010001202500147,202500147,2025-04-20,38,11,2,2,5,4,2025-04-17 01:25:05,12.999372121634588,77.5466767060164,Ullam cum minus beatae et accusamus aspernatur. Nemo molestiae ex architecto recusandae corrupti doloribus dicta.
148,100010001202500148,202500148,2025-09-02,49,12,3,1,5,2,2025-08-29 20:42:36,13.004924925681147,77.61835400599742,Laudantium consectetur deserunt placeat voluptatibus unde ratione. Provident maxime libero corrupti iure ab. Excepturi quam asperiores.
149,100010001202500149,202500149,2025-09-01,19,13,2,1,2,2,2025-08-29 04:49:16,12.988456562229707,77.61304434553085,"Voluptates delectus magni eligendi eveniet illum quasi. Dolorem quidem nobis consequuntur asperiores ut quae occaecati.
Vel in vero. Dolor est eligendi consectetur quasi fuga."
150,100010001202400150,202400150,2024-10-04,19,15,3,1,2,4,2024-10-03 23:08:08,12.965718083067735,77.62943159690485,"Rerum nemo magni soluta. Modi corporis quod cupiditate ad explicabo. Minima ratione impedit dicta.
Dolore dicta eveniet voluptas voluptatem. Voluptates assumenda qui voluptatem cupiditate dolorem."
151,100010001202600151,202600151,2026-04-12,26,15,1,2,1,4,2026-04-07 16:22:06,12.946554575261025,77.55942424077462,Iure repellendus dolorem molestias. Eaque a accusantium itaque. Error necessitatibus sequi aliquam.
152,100010001202300152,202300152,2023-01-06,41,14,3,1,3,2,2023-01-01 16:13:34,12.946390244932472,77.58802908121469,Ipsum error voluptatibus assumenda sed. Tempore reiciendis temporibus aliquam commodi nulla asperiores. Assumenda ut corrupti in beatae veniam.
153,100010001202300153,202300153,2023-07-03,17,15,3,1,4,1,2023-06-28 06:48:46,12.940805017804172,77.64274472066066,Qui repellat molestiae voluptatum nulla ullam placeat. Reprehenderit tempore cum distinctio neque sit. Debitis modi asperiores voluptatibus id ullam.
154,100010001202500154,202500154,2025-03-24,35,15,1,1,2,2,2025-03-19 16:33:38,12.987036442240536,77.56785208409508,Corrupti sequi magni earum. Error eos suscipit perferendis perferendis.
155,100030001202400155,202400155,2024-08-09,31,33,2,1,4,2,2024-08-08 17:40:55,15.410729148057895,75.07616505517444,Corrupti aut optio. Ab aliquid perferendis vel voluptatum. Nam dicta exercitationem maiores modi laboriosam.
156,100080001202300156,202300156,2023-10-04,36,82,1,1,2,1,2023-10-04 17:53:44,15.103438615683451,76.9458501956634,Adipisci impedit consequuntur quia vero. Accusantium cum reprehenderit deserunt deleniti dolores.
157,100010001202500157,202500157,2025-10-02,33,14,2,1,4,3,2025-09-30 21:26:59,12.937970349485845,77.59934680288984,Nulla modi consectetur cum voluptatem placeat quod. Velit corrupti aliquid sint dolore rem cumque quasi.
158,100060001202400158,202400158,2024-02-03,35,61,2,1,2,3,2024-01-31 08:26:13,17.284688275386543,76.86853463385327,Et dignissimos aspernatur sunt nostrum laudantium sequi. Occaecati at sequi. Non magnam dolore sed accusamus quaerat dignissimos. Doloremque sequi iusto voluptatibus fugiat.
159,100010001202500159,202500159,2025-06-26,5,11,2,1,4,2,2025-06-23 12:04:37,13.01951875406825,77.55214757116406,Inventore officiis repellendus. Soluta veniam voluptatem incidunt corrupti qui. Minima aliquam sunt tenetur.
160,100050001202600160,202600160,2026-06-09,33,54,2,1,5,2,2026-06-07 18:37:21,15.84127024724264,74.47146947456784,Nemo nam dolore debitis porro soluta. Sequi asperiores totam qui earum officiis molestiae.
161,100020001202500161,202500161,2025-01-06,5,25,1,1,4,2,2025-01-04 06:08:36,12.332795524797993,76.5974142154368,Nihil odio est dolores unde. Nemo eius autem facere. Omnis ut aliquid quam voluptatem.
162,100020001202400162,202400162,2024-01-10,10,24,2,1,5,2,2024-01-08 23:20:27,12.32163354787827,76.68912725674673,"Enim pariatur reprehenderit quasi ipsam animi. Atque animi porro mollitia quibusdam labore.
Sapiente reiciendis possimus est. Porro voluptas non nemo."
163,100080001202400163,202400163,2024-08-23,36,82,1,1,2,2,2024-08-22 10:12:52,15.15157730890189,76.89778802115835,"Fuga adipisci distinctio expedita. Laborum dolorum excepturi quos. Distinctio in magni libero distinctio quam corrupti.
Recusandae dolore eligendi nulla voluptates dolorum beatae."
164,100050001202400164,202400164,2024-05-16,47,55,2,1,3,1,2024-05-11 10:28:28,15.875084336990465,74.51544000897778,Nulla cum repudiandae reprehenderit reprehenderit asperiores. Eaque aspernatur error saepe tempore suscipit beatae nam. Voluptate labore ea nisi nemo impedit iure.
165,100010001202500165,202500165,2025-06-01,4,12,1,2,5,3,2025-05-29 02:05:09,12.992707811166543,77.56874286574511,Eos voluptates cupiditate deserunt voluptatem sint. Mollitia similique quisquam illum.
166,100010001202400166,202400166,2024-11-21,37,13,3,2,3,1,2024-11-16 11:01:35,12.99117177343197,77.57745991751602,Totam repellat necessitatibus deleniti. Vero repellendus eveniet facere placeat et quo. Tempora dolor sed harum nostrum deserunt.
167,100010001202300167,202300167,2023-09-23,7,15,2,2,4,2,2023-09-23 02:51:45,12.928803603061333,77.56894113438605,Facilis quibusdam soluta iste optio. Sit ad voluptatum error voluptates error.
168,100020001202300168,202300168,2023-05-03,42,22,2,2,1,2,2023-04-30 01:30:26,12.294382962595401,76.63688456145648,"Deleniti nam excepturi ab. Praesentium ad beatae at natus voluptate.
Vitae libero rerum corrupti tempora aspernatur. Fuga eum assumenda cum."
169,100010001202600169,202600169,2026-02-26,16,11,3,2,2,4,2026-02-23 17:12:31,12.942454033313652,77.60854159184676,Repellat non delectus illo. Hic ea libero odio. Natus quibusdam molestias.
170,100010001202600170,202600170,2026-05-31,44,12,1,2,2,4,2026-05-31 22:04:00,12.961843440067216,77.57712245809438,Aspernatur rerum nisi hic dolores illo fugiat. Repellat nobis reprehenderit similique numquam.
171,100080001202400171,202400171,2024-05-12,40,82,3,2,2,4,2024-05-11 16:52:54,15.140552604682663,76.91635785476798,Hic nisi accusamus porro saepe. Suscipit aperiam eligendi nihil molestiae. Saepe error libero explicabo quasi quo atque.
172,100030001202600172,202600172,2026-07-02,22,31,3,1,2,2,2026-06-28 04:56:25,15.331695820656272,75.14890489097856,Voluptas dolore nulla sit iure fugiat. Labore numquam labore iure nostrum iusto.
173,100010001202500173,202500173,2025-02-06,1,13,2,2,3,2,2025-02-04 08:24:52,12.991480873551813,77.63333831796128,"Laboriosam repellat dolorem blanditiis. Ad vero rerum earum.
Quos sint laudantium ab amet. Incidunt recusandae ipsum. Quam veniam amet mollitia. Tenetur vero incidunt doloribus quam quod."
174,100020001202600174,202600174,2026-06-02,28,25,2,1,2,3,2026-06-02 00:48:21,12.247910779691479,76.59974331430878,Suscipit excepturi earum iusto reprehenderit reiciendis aliquam eveniet. Fugiat aspernatur autem labore.
175,100060001202500175,202500175,2025-09-12,23,64,2,2,5,4,2025-09-08 03:12:40,17.365202467256044,76.79724836552708,"Culpa eum ullam eum quibusdam quos eaque. Commodi asperiores numquam. At neque ducimus impedit.
Esse ullam voluptate pariatur."
176,100010001202500176,202500176,2025-06-12,35,15,2,2,2,1,2025-06-09 00:57:59,12.927293855882263,77.56870947689883,Ea vel sint voluptas culpa quos. Nisi sunt a asperiores inventore. Consectetur sint eius amet soluta impedit.
177,100020001202500177,202500177,2025-12-11,41,25,1,2,5,4,2025-12-06 06:27:18,12.266257487353124,76.59387184881744,"Accusantium dolore cumque blanditiis autem dicta corporis.
Consectetur ipsa accusamus impedit porro blanditiis maiores. Reiciendis eius corporis magnam culpa cumque reiciendis."
178,100010001202500178,202500178,2025-09-12,28,15,3,2,5,4,2025-09-09 19:24:35,12.999480800561892,77.55384951604411,"Natus hic suscipit molestiae. Esse animi esse aspernatur commodi eius at.
Ab ea error. Explicabo autem sunt alias nihil iusto enim quam."
179,100060001202400179,202400179,2024-10-07,25,65,3,2,2,4,2024-10-06 14:24:13,17.356089354457424,76.81312579292717,Placeat fuga ratione. Consectetur quia saepe accusantium. Animi labore molestiae iste doloribus adipisci. Repellendus aperiam similique nesciunt dolorum doloremque velit.
180,100010001202500180,202500180,2025-08-20,46,13,3,2,5,2,2025-08-16 08:03:30,12.971712305653089,77.6385636706784,Quibusdam expedita quibusdam ipsum quis quae eum. Consequuntur soluta ducimus ratione nostrum id ducimus asperiores. Voluptatibus laborum quo vitae.
181,100010001202500181,202500181,2025-07-06,47,13,2,1,5,1,2025-07-02 11:34:17,12.970430489505636,77.5942719839624,Nihil dolores quo adipisci eum culpa natus. Nesciunt laborum veritatis facere unde iure.
182,100010001202500182,202500182,2025-06-14,5,15,3,1,3,2,2025-06-12 10:36:06,12.980284349478671,77.61523579471591,"Inventore alias dolor aut commodi veniam sunt enim. Architecto corrupti voluptates sunt culpa. Ut minima labore.
Quis ipsam animi sit sequi delectus. Quae quod pariatur."
183,100010001202600183,202600183,2026-03-12,27,13,2,2,1,3,2026-03-09 16:35:13,12.951607621834706,77.64023833370946,Dignissimos vitae quibusdam cum alias quam. Quam quia quis quis deserunt. Soluta quae laboriosam labore ullam totam non voluptatibus.
184,100080001202300184,202300184,2023-09-09,7,81,3,2,5,4,2023-09-09 09:45:06,15.152962200407908,76.8894867001046,"Ab perferendis laboriosam natus odit. Officiis voluptas sequi repellendus incidunt enim optio.
Similique aut ut. Perspiciatis sit quos incidunt non nostrum ea."
185,100010001202400185,202400185,2024-12-08,14,15,2,2,5,2,2024-12-08 05:46:47,12.96165522878764,77.57014264193133,Id blanditiis perferendis deleniti. Quod aliquam voluptas sequi voluptatum cumque.
186,100010001202600186,202600186,2026-02-14,5,13,2,1,5,1,2026-02-13 21:06:28,12.977653637573392,77.60295094963583,Possimus nesciunt porro voluptas. Veniam enim qui cum magni enim. Nobis saepe aliquam magni vitae error et.
187,100010001202400187,202400187,2024-11-20,17,15,2,2,3,1,2024-11-16 09:17:39,12.949414763633278,77.59798744640585,Deleniti fuga repellat illum perspiciatis quis. Voluptate asperiores beatae minus mollitia. Commodi ipsum facere vitae.
188,100060001202500188,202500188,2025-08-07,27,62,1,2,3,3,2025-08-03 04:23:35,17.331443527000168,76.80657949407171,Veritatis repellat ad qui numquam impedit porro atque. Sint laudantium odio saepe quisquam sit fugiat. Reprehenderit dolor eligendi nihil excepturi minus necessitatibus.
189,100010001202300189,202300189,2023-10-17,13,15,1,2,2,4,2023-10-14 11:50:02,13.000633961766363,77.55341663341133,Cupiditate dolorem harum id vel suscipit distinctio minima. Minima exercitationem veritatis aliquam.
190,100060001202400190,202400190,2024-09-03,45,61,2,2,5,3,2024-08-30 06:55:40,17.36104871666934,76.87831808851561,"Accusantium facere ratione fugit temporibus ratione hic. Hic minima perferendis laborum aliquid.
Quod aspernatur quam voluptatibus ex. Labore eveniet nam odio alias perferendis minima ipsam."
191,100010001202300191,202300191,2023-04-06,25,14,2,1,2,3,2023-04-04 05:47:20,12.944789582388989,77.56331501919085,Officiis odio delectus reprehenderit quis eaque exercitationem. Architecto odit minus accusantium laborum voluptatem aspernatur aut. Ad maxime minus necessitatibus reprehenderit.
192,100070001202500192,202500192,2025-08-24,1,73,2,2,3,4,2025-08-23 18:08:52,14.491602665431357,75.91713124048978,Sapiente necessitatibus consectetur aliquam. Animi accusamus at iste accusamus harum ex. Non eos molestias excepturi voluptate ipsam ad. Nam necessitatibus nemo laboriosam.
193,100010001202500193,202500193,2025-10-12,7,15,1,2,2,3,2025-10-11 13:26:13,12.951435278379114,77.5608860886134,Aliquid numquam ex officiis. Mollitia nostrum atque quas hic dolores error.
194,100010001202600194,202600194,2026-02-11,20,14,2,1,5,4,2026-02-08 17:13:10,12.968307782418997,77.61512143014403,Cupiditate sunt dolorum magnam reprehenderit accusamus ducimus. Voluptatem expedita tempora maxime quo. Similique veniam nemo cumque eius.
195,100020001202400195,202400195,2024-10-15,20,23,2,2,2,4,2024-10-15 19:22:48,12.337244029211734,76.67316788909365,"Suscipit sint sunt praesentium amet. Minima necessitatibus quis impedit aut consequatur quisquam eum.
Assumenda fugit ducimus eaque officia. Pariatur blanditiis suscipit. Ex vitae rem pariatur rerum."
196,100010001202400196,202400196,2024-11-24,49,13,1,1,1,1,2024-11-21 20:43:54,13.01359222022564,77.60719883612785,"Optio quo officiis. Quasi repudiandae amet atque soluta culpa.
Earum unde soluta illo. Veniam architecto sunt. Deserunt excepturi sed fugit possimus voluptas."
197,100010001202400197,202400197,2024-07-14,19,11,3,2,2,2,2024-07-09 19:41:55,12.977581679898625,77.54624953250178,Ex consequuntur veritatis incidunt placeat laudantium. Asperiores a eius molestiae nesciunt tempora natus.
198,100010001202600198,202600198,2026-02-09,18,11,1,1,5,2,2026-02-05 18:51:31,12.994128857184576,77.60859158593694,"Labore odio deleniti quia nam. Iure rem omnis veniam voluptates vero.
Reprehenderit corporis quae fuga. Neque id enim incidunt consequuntur in. Repudiandae commodi cum minus sunt."
199,100080001202500199,202500199,2025-06-04,26,85,1,1,3,1,2025-05-30 06:14:09,15.180251962162433,76.90103705085117,"Vel aliquam libero recusandae occaecati. Incidunt ad molestias dolor pariatur doloribus a aliquid.
Rem necessitatibus harum doloribus aliquid ratione optio."
200,100050001202300200,202300200,2023-10-05,2,51,1,1,3,2,2023-10-01 12:16:09,15.897512311015191,74.45046477525568,Aut libero velit quis. Vitae eos maxime quod laudantium voluptatibus dolor placeat. Nemo soluta consequuntur architecto impedit.
201,100010001202500201,202500201,2025-05-05,8,11,3,2,1,3,2025-05-02 05:22:17,13.01645917611106,77.57506047630565,"Iure dolorum amet explicabo odio voluptatibus.
Velit fuga necessitatibus accusantium non facilis. Quis doloribus sunt optio eveniet eligendi ducimus."
202,100070001202300202,202300202,2023-10-05,38,73,1,1,2,4,2023-09-30 16:36:57,14.476223613929092,75.9697564290654,"Qui neque commodi id. Voluptates voluptate porro autem quo. Doloribus suscipit sunt quam.
Accusamus cupiditate vero. Velit et qui amet quam."
203,100010001202600203,202600203,2026-04-09,3,15,1,1,5,2,2026-04-05 16:02:57,13.017962700122608,77.61072530558177,Saepe quibusdam minima assumenda. Magnam esse perspiciatis accusamus sunt ea. Voluptatum placeat fugit dolores ipsum architecto earum.
204,100010001202300204,202300204,2023-01-11,41,12,2,1,5,2,2023-01-09 12:28:17,12.944445532799165,77.61876784480815,Repellendus odio iusto consequuntur. Atque vero magnam repudiandae tempore asperiores aspernatur.
205,100080001202400205,202400205,2024-02-12,29,82,3,2,2,4,2024-02-10 12:58:19,15.183921326791426,76.9386828843892,Dicta labore totam odio praesentium blanditiis dolorum. Minima ab qui. Sit temporibus at sunt quisquam provident tempore.
206,100010001202600206,202600206,2026-03-23,29,13,2,1,5,3,2026-03-19 20:30:57,12.941306572612211,77.55656211886901,Asperiores necessitatibus nobis odio reprehenderit dolore unde labore. Corrupti nam qui nemo.
207,100010001202500207,202500207,2025-07-05,2,13,3,2,3,4,2025-07-05 13:27:20,12.962380264152593,77.6434405919695,"Earum mollitia sunt consequatur architecto maxime. Ratione voluptatem numquam omnis blanditiis.
Alias magnam ratione."
208,100010001202600208,202600208,2026-07-20,13,15,2,2,3,3,2026-07-15 18:19:49,12.940830108554353,77.55760467949263,"Ipsam id vitae delectus temporibus voluptatem reiciendis.
Nihil saepe deserunt excepturi ipsam assumenda iste dolore. Nam quod molestiae saepe ea quae.
Atque iure vero architecto."
209,100040001202300209,202300209,2023-04-24,8,41,1,2,2,3,2023-04-23 18:49:19,12.882708756577223,74.8953477229134,"Illum sequi dolorem dignissimos cum.
Tenetur temporibus eos maxime. Dolores architecto explicabo nemo iure cupiditate aliquid recusandae. Veniam delectus pariatur voluptatum itaque."
210,100020001202500210,202500210,2025-06-05,20,22,2,1,3,3,2025-06-05 10:46:34,12.253538674548357,76.65714155883799,Repellendus rerum nisi perferendis quae. Error esse eius quia atque suscipit. Dolorem illum corrupti.
211,100010001202400211,202400211,2024-05-30,38,12,1,2,3,3,2024-05-26 21:49:55,12.931590931406694,77.56869479012417,"Vel quod quis. Architecto nobis ut. Voluptates eos magnam dignissimos consectetur cum impedit.
Ullam saepe laborum. Ipsam est deserunt minus minus."
212,100010001202500212,202500212,2025-03-06,48,15,1,1,3,1,2025-03-01 15:38:19,13.013582772242211,77.5463615292729,Provident distinctio nam non. Nostrum aspernatur porro nihil quod. Possimus amet facilis consequuntur error voluptatum et.
213,100010001202400213,202400213,2024-02-26,6,14,2,2,3,1,2024-02-25 05:23:46,12.974992926958477,77.60856686332644,Dolor non doloribus maiores cupiditate quas. Ipsa similique exercitationem incidunt laborum facilis ea. Perspiciatis molestias maiores quas quam architecto nesciunt.
214,100030001202400214,202400214,2024-07-29,9,31,3,1,2,2,2024-07-24 11:50:56,15.382846280325149,75.11204812426367,"Quidem ipsa cumque labore cumque molestias. Voluptatibus nisi enim minima.
Ad omnis maiores accusantium deserunt labore minima cum. Officia veniam laboriosam eius."
215,100010001202400215,202400215,2024-04-15,25,15,2,1,2,3,2024-04-13 13:02:43,12.973711378374428,77.55245242467906,"Quasi provident facere id repellendus. Eaque harum eos eos.
Expedita in adipisci illum a. Aperiam magni ducimus repellat aliquid reprehenderit. Dolore iste esse ducimus illo perferendis eveniet."
216,100050001202400216,202400216,2024-06-06,41,53,3,2,5,4,2024-06-04 18:38:55,15.893398153616605,74.45580881510169,"Aliquam reprehenderit dignissimos delectus illo maiores in. Aut voluptatum quaerat. Eligendi odit vel vel est saepe totam.
Aliquam saepe harum cupiditate dolorum. Animi ipsum velit."
217,100070001202500217,202500217,2025-03-17,31,75,2,2,5,2,2025-03-17 06:04:59,14.48833836854211,75.95942776953338,Alias dolores officiis aliquid aperiam iusto. Harum alias debitis sit.
218,100010001202600218,202600218,2026-05-06,42,13,2,1,1,1,2026-05-03 11:41:06,12.94023250292897,77.5867699807445,"Corrupti doloremque vel velit vitae iste nemo.
Repellat autem odit. Numquam saepe unde soluta aperiam. Animi excepturi eaque aperiam nam iusto quibusdam."
