CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,latitude,longitude,CrimeMajorHeadID
348,100020001202300348,202300348,2023-03-24,24,12.288859113152828,76.6578899062163,3
349,100010001202300349,202300349,2023-05-01,11,12.948578270002663,77.57959737666344,1
350,100010001202600350,202600350,2026-02-14,12,13.004539393900222,77.5949239205567,5
351,100010001202300351,202300351,2023-11-29,15,12.95715438989565,77.61132688048941,5
352,100010001202300352,202300352,2023-06-05,11,13.021559762178107,77.58331884296311,5
353,100010001202300353,202300353,2023-05-17,14,12.97590747294946,77.627096185912,5
354,100070001202600354,202600354,2026-01-08,71,14.43343811931852,75.9066869413217,2
355,100010001202600355,202600355,2026-03-10,14,12.941567641903651,77.57183449923642,3
356,100010001202500356,202500356,2025-02-17,11,12.985517397039974,77.5660662059847,2
357,100010001202600357,202600357,2026-04-04,13,12.982706679716646,77.55648762623048,5
358,100020001202500358,202500358,2025-01-03,21,12.285631395486904,76.6889037623347,5
359,100060001202300359,202300359,2023-10-06,63,17.353327833437117,76.79753128990184,2
360,100020001202300360,202300360,2023-07-11,22,12.253323028536478,76.64838135846024,1
361,100010001202500361,202500361,2025-07-18,12,12.929290806378772,77.63828181960825,2
362,100060001202400362,202400362,2024-02-04,63,17.335785526771637,76.82611983831308,4
363,100020001202300363,202300363,2023-08-19,23,12.345220247148808,76.63439565709496,2
364,100060001202400364,202400364,2024-12-27,64,17.358287341984987,76.79374465186105,2
365,100010001202300365,202300365,2023-05-18,15,12.97973301166883,77.58493103264797,2
366,100070001202300366,202300366,2023-08-27,74,14.462294542330234,75.9712211172584,2
367,100010001202400367,202400367,2024-01-07,11,12.96000086602287,77.60660729657309,5
368,100010001202400368,202400368,2024-06-20,13,12.995133202022693,77.58228914542403,5
369,100010001202400369,202400369,2024-04-28,13,12.96798158840551,77.60566039318043,2
370,100010001202300370,202300370,2023-12-06,12,12.984237425719291,77.56115224741896,5
371,100020001202600371,202600371,2026-04-09,25,12.260225871558667,76.66375664054074,3
372,100060001202500372,202500372,2025-04-01,64,17.320292379917777,76.82319127780835,2
373,100020001202300373,202300373,2023-06-30,21,12.249801619922868,76.60688715517081,2
374,100010001202400374,202400374,2024-02-15,14,12.927800395007596,77.62558431674324,5
375,100010001202500375,202500375,2025-05-25,11,12.96523708366552,77.62703409443101,2
376,100010001202300376,202300376,2023-09-19,15,12.987234202017234,77.61665153480931,2
377,100080001202400377,202400377,2024-11-17,84,15.185651957669206,76.93595327289353,5
378,100010001202400378,202400378,2024-05-04,14,12.933665201733389,77.57794596116096,1
379,100010001202400379,202400379,2024-05-25,11,13.01622645016464,77.57730400309099,5
380,100010001202300380,202300380,2023-04-14,13,12.945994404581258,77.55392171085882,5
381,100050001202500381,202500381,2025-09-18,53,15.859256286134537,74.4674716089012,5
382,100010001202400382,202400382,2024-09-29,12,12.958179470892556,77.56825865853612,2
383,100010001202500383,202500383,2025-12-22,12,12.926778474899152,77.58735020190973,2
384,100030001202400384,202400384,2024-07-23,32,15.399523482841694,75.13703410757141,5
385,100010001202500385,202500385,2025-03-13,13,13.007959435639648,77.56354187987533,2
386,100030001202500386,202500386,2025-06-28,31,15.41247524025696,75.10647500898212,1
387,100010001202300387,202300387,2023-03-09,14,12.95939600014288,77.6178674259882,2
388,100010001202400388,202400388,2024-01-30,14,12.92872779493813,77.5958681662128,2
389,100040001202300389,202300389,2023-09-11,42,12.959843897440935,74.89710165854804,3
390,100010001202400390,202400390,2024-11-08,14,12.922740108720223,77.55176418178209,5
391,100010001202600391,202600391,2026-07-18,13,13.00599113438459,77.59643547944665,3
392,100010001202300392,202300392,2023-09-17,15,12.945374535606732,77.57240665811057,2
393,100010001202400393,202400393,2024-04-01,11,12.997428877793496,77.61075622454118,3
394,100020001202500394,202500394,2025-11-22,23,12.25171621559368,76.60363656545685,3
395,100010001202400395,202400395,2024-12-05,15,12.968064190150368,77.64187983249525,4
396,100010001202500396,202500396,2025-10-23,12,12.999546852616064,77.57465626803484,3
397,100010001202600397,202600397,2026-03-23,14,12.97951487939224,77.64007177911687,5
398,100030001202600398,202600398,2026-06-09,34,15.34016499610069,75.16903816646348,5
399,100040001202300399,202300399,2023-07-11,45,12.948365526240176,74.81661277570967,3
400,100010001202600400,202600400,2026-01-04,13,13.008093152322209,77.56151828943091,4
401,100020001202500401,202500401,2025-11-01,22,12.317033628797882,76.66991682445874,3
402,100010001202500402,202500402,2025-12-18,14,12.93301400702783,77.62156665545915,2
403,100010001202500403,202500403,2025-12-22,11,12.946370567643932,77.5749634917079,2
404,100020001202400404,202400404,2024-01-10,22,12.335448518766912,76.61655781045124,2
405,100010001202400405,202400405,2024-06-02,12,13.003480533157203,77.60852573990299,5
406,100070001202300406,202300406,2023-12-01,74,14.50432117627456,75.89258084534417,2
407,100080001202400407,202400407,2024-03-31,84,15.119700267924332,76.90995486705513,2
408,100020001202400408,202400408,2024-03-10,25,12.299244239322682,76.65480403461191,5
409,100010001202300409,202300409,2023-07-07,12,12.956383801332905,77.6293276484539,3
410,100020001202400410,202400410,2024-01-03,22,12.261359749185692,76.63367321575625,2
411,100010001202300411,202300411,2023-05-14,15,12.97573651039691,77.58214830149637,1
412,100050001202400412,202400412,2024-10-08,51,15.81561029111954,74.48957199995601,2
413,100010001202500413,202500413,2025-09-09,15,12.940697215686953,77.63756498931663,5
414,100080001202500414,202500414,2025-11-26,85,15.177430921644202,76.91020970113595,3
415,100010001202300415,202300415,2023-12-20,11,12.966082408439998,77.5723366114246,4
416,100010001202600416,202600416,2026-04-28,12,12.94120259097949,77.63713606182546,2
417,100020001202500417,202500417,2025-02-17,23,12.276758464581867,76.61758496086598,2
418,100010001202400418,202400418,2024-09-27,11,13.013993556265577,77.5653017866646,1
419,100080001202300419,202300419,2023-03-27,82,15.156194565912523,76.95419796493005,2
420,100010001202400420,202400420,2024-07-21,14,12.986483126740358,77.56860293231983,1
421,100060001202400421,202400421,2024-06-23,63,17.282336300801624,76.84012570020744,5
422,100010001202600422,202600422,2026-04-18,12,12.945685429757372,77.6176418709168,5
423,100030001202500423,202500423,2025-10-01,32,15.380819755160072,75.08204391401844,2
424,100030001202300424,202300424,2023-10-01,31,15.31721193780698,75.10821986596534,2
425,100020001202300425,202300425,2023-01-17,22,12.273441935071329,76.60015193435471,5
426,100010001202500426,202500426,2025-06-26,11,12.999566508533572,77.58193410822402,3
427,100010001202300427,202300427,2023-02-09,13,12.968831766557123,77.63766594362093,1
428,100020001202500428,202500428,2025-06-01,24,12.299999569703768,76.67293556640931,2
429,100060001202400429,202400429,2024-02-09,63,17.35657453917743,76.83359705658015,2
430,100010001202400430,202400430,2024-11-28,11,12.933574908376196,77.60733529094917,5
431,100020001202400431,202400431,2024-02-01,21,12.262896298586734,76.59597811995576,2
432,100050001202500432,202500432,2025-11-01,51,15.88033681622372,74.45801998480175,2
433,100010001202500433,202500433,2025-10-23,15,12.979808598922364,77.57764050834595,2
434,100020001202500434,202500434,2025-11-16,23,12.34562741994506,76.66216506214118,2
435,100010001202300435,202300435,2023-04-23,12,12.983790922080557,77.59273972156878,5
436,100010001202600436,202600436,2026-07-18,15,12.95610762304443,77.64278424783932,5
437,100010001202400437,202400437,2024-08-10,14,12.939876388792705,77.58067461916662,5
438,100020001202400438,202400438,2024-11-22,25,12.290580826106924,76.65268730822056,2
439,100010001202600439,202600439,2026-03-04,13,13.009930166501686,77.6183663871975,5
440,100070001202400440,202400440,2024-11-29,72,14.47358776165062,75.95445341161209,1
441,100010001202300441,202300441,2023-12-23,14,12.99463107736472,77.56150128139932,5
442,100050001202600442,202600442,2026-01-14,54,15.88395383980262,74.54151314697774,2
443,100010001202300443,202300443,2023-10-17,12,12.97647406662802,77.58373786921516,2
444,100010001202600444,202600444,2026-04-19,15,12.930293175911814,77.58405083741289,5
445,100010001202500445,202500445,2025-06-03,14,13.010367927210709,77.55467881252396,5
446,100030001202300446,202300446,2023-07-07,35,15.337122318641915,75.1572475172064,4
447,100010001202300447,202300447,2023-02-20,12,13.015541808737373,77.58081010259001,2
448,100050001202600448,202600448,2026-03-09,55,15.825399479380993,74.47434432848668,2
449,100010001202300449,202300449,2023-09-15,12,12.995444126770863,77.55834402428358,5
450,100010001202300450,202300450,2023-04-06,13,12.95041800508335,77.56364595125557,2
451,100010001202300451,202300451,2023-09-12,14,12.92224195701078,77.61166417923484,2
452,100020001202500452,202500452,2025-08-09,22,12.3220724054809,76.6308660012973,5
453,100010001202600453,202600453,2026-04-08,12,13.021270212236308,77.57197286537269,5
454,100060001202500454,202500454,2025-02-01,65,17.326724656058936,76.88034339616846,2
455,100010001202400455,202400455,2024-10-09,13,12.9906090043189,77.55562691975821,2
456,100020001202500456,202500456,2025-01-21,21,12.3239391499581,76.67045016589647,2
457,100010001202500457,202500457,2025-07-29,15,13.00968919949008,77.54862258212167,2
458,100030001202500458,202500458,2025-08-25,32,15.38636631822282,75.10248386521597,3
459,100010001202500459,202500459,2025-05-23,15,12.94392333822278,77.59432733487786,2
460,100010001202600460,202600460,2026-04-11,14,12.953363765899155,77.60190638866283,2
461,100010001202400461,202400461,2024-06-23,13,13.011209241898891,77.63891478042024,5
462,100080001202400462,202400462,2024-04-29,82,15.138685132488314,76.92636921837118,4
463,100010001202500463,202500463,2025-08-05,12,12.9566263727556,77.55478189163232,1
464,100060001202500464,202500464,2025-09-11,63,17.3764094881226,76.88245533788293,2
465,100010001202500465,202500465,2025-05-08,13,12.93366857105245,77.6297281438588,5
466,100010001202500466,202500466,2025-12-25,14,13.009094399450271,77.59843264480466,5
467,100040001202500467,202500467,2025-04-11,42,12.959300835551456,74.82336947587521,3
468,100010001202600468,202600468,2026-01-06,15,12.964633958839164,77.62701314208464,2
469,100010001202400469,202400469,2024-05-10,15,13.000821846568082,77.63152602452134,5
470,100010001202400470,202400470,2024-04-09,13,13.004635175264283,77.57472195403504,5
471,100010001202600471,202600471,2026-07-01,14,13.017915588510856,77.54859698196496,2
472,100060001202500472,202500472,2025-09-22,62,17.37678034491711,76.84093446668759,4
473,100010001202400473,202400473,2024-03-17,14,12.959870957939676,77.55900326412572,2
474,100030001202500474,202500474,2025-05-27,32,15.384024126312404,75.13530411524319,2
475,100010001202300475,202300475,2023-11-03,11,12.978206946228374,77.55535996529777,5
476,100010001202300476,202300476,2023-10-25,11,13.00743814796554,77.5592927367121,2
477,100010001202300477,202300477,2023-03-07,15,12.994654601465772,77.63345826830464,3
478,100010001202300478,202300478,2023-10-02,14,12.945630030995622,77.5659225336083,2
479,100020001202500479,202500479,2025-10-04,23,12.307070816043712,76.64290105506419,1
480,100020001202400480,202400480,2024-03-08,21,12.279512084048635,76.66294024053325,2
481,100010001202300481,202300481,2023-11-26,13,12.995794733521308,77.61807614811862,3
482,100050001202400482,202400482,2024-05-15,54,15.839832281471653,74.52951693519032,5
483,100010001202300483,202300483,2023-09-25,15,12.95738433862221,77.55007089008784,3
484,100010001202400484,202400484,2024-11-06,13,13.000902314468131,77.61877703792304,2
485,100010001202300485,202300485,2023-05-19,12,12.99161722754152,77.62401178486984,4
486,100050001202300486,202300486,2023-06-12,55,15.887068300398552,74.46314998760472,3
487,100010001202400487,202400487,2024-05-24,14,13.00943333145961,77.55069000237731,5
488,100020001202400488,202400488,2024-09-30,21,12.278171693991055,76.59628687314218,2
489,100010001202300489,202300489,2023-09-10,13,13.000939619589186,77.6175826498594,3
490,100010001202300490,202300490,2023-06-27,14,12.960392492998723,77.5556082297108,3
491,100060001202500491,202500491,2025-12-08,65,17.297304567879873,76.80247812264949,2
492,100060001202500492,202500492,2025-04-23,61,17.319169212735083,76.87039741527019,2
493,100010001202600493,202600493,2026-03-27,15,12.941706925071763,77.63009464578963,5
494,100010001202300494,202300494,2023-10-01,11,12.965694425530687,77.56067027780603,4
495,100010001202400495,202400495,2024-04-28,13,12.992169201742454,77.6402545603995,2
496,100010001202500496,202500496,2025-08-20,11,12.941612951217255,77.63991042618402,2
497,100070001202600497,202600497,2026-06-20,73,14.500974865098677,75.88579690479041,5
498,100010001202600498,202600498,2026-04-14,14,13.009423671276728,77.58456582581043,4
499,100010001202500499,202500499,2025-07-21,11,12.961396029978564,77.62815743995755,2
500,100010001202400500,202400500,2024-10-19,15,12.923929345703216,77.55914271524767,2
